Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units,Bulk GTIN
Total U.S.,Weekly,11/07/2021 00:00,Organic,1.703521047,1315839.23,0,0,0,926913.77,831522.46,14021.78,66.15,388925.46
Total U.S.,Weekly,04/07/2021 00:00,Organic,1.685224046,1526479.73,0,0,0,1076524.94,964506.09,12843.45,85.05,449954.79
Total U.S.,Weekly,27/06/2021 00:00,Organic,1.667801825,1480525.39,0,0,0,1020891.77,901969.42,14190.45,56.7,459633.61
Total U.S.,Weekly,20/06/2021 00:00,Organic,1.606033671,1651339.05,0,0,0,1175727.33,1050147.09,14907.33,116.55,475611.72
Albany,Weekly,08/08/2021 00:00,Conventional,1.035944654,151109.58,19984.94,98226.75,11.82,30216.53,18193.7,56.31,992.25,2669.54
Albany,Weekly,01/08/2021 00:00,Conventional,0.967787148,134434.45,23786.77,71534.47,20.85,37027.54,16937.86,78.36,1099.35,2064.83
Albany,Weekly,25/07/2021 00:00,Conventional,1.090282007,126508.05,22158.88,75465.68,3.05,26846.73,24138.99,47.64,1942.76,2033.72
Albany,Weekly,18/07/2021 00:00,Conventional,1.101234308,128902.98,22293.43,76775.34,0,24725.96,21196.77,241.76,1341.9,5108.25
Atlanta,Weekly,08/08/2021 00:00,Conventional,1.115946777,687368.06,239076.52,46000.82,37.87,108910.17,85970.81,1943.55,15560.34,293342.68
Atlanta,Weekly,01/08/2021 00:00,Conventional,1.085132017,685232.01,265522.85,37669.97,31.55,123275.71,106677.56,6623.27,4545.49,258731.93
Atlanta,Weekly,25/07/2021 00:00,Conventional,0.947432452,719398.86,244700.16,50925.99,35.59,185006.67,171895.41,5563.69,3271.57,238730.45
Atlanta,Weekly,18/07/2021 00:00,Conventional,0.94589814,769620.32,247970.46,54699.65,35.23,197246.85,180464.17,8136.06,3392.17,269668.12
Baltimore/Washington,Weekly,08/08/2021 00:00,Conventional,1.274439473,817264.38,229804.16,215150.11,2050.27,290344.49,253988.55,1132.93,9793.35,79915.36
Baltimore/Washington,Weekly,01/08/2021 00:00,Conventional,1.315213402,840985.4,188742.52,207740.95,1957.9,355352.95,271767.29,40057.05,2340.45,87191.08
Baltimore/Washington,Weekly,25/07/2021 00:00,Conventional,1.387605405,852133.4,196240.57,222981.25,1965.92,340290.12,254773.45,51709.48,9859.5,90655.53
Baltimore/Washington,Weekly,18/07/2021 00:00,Conventional,1.339501025,893189.07,198953.44,224064.4,2244.7,377389.09,302758.15,3384.22,8744.4,90537.45
Birmingham/Montgomery,Weekly,08/08/2021 00:00,Conventional,1.124498915,278640.26,126092.91,21762.97,11.86,57918.55,42056.33,2892.49,10401.83,72853.98
Birmingham/Montgomery,Weekly,01/08/2021 00:00,Conventional,1.09933156,283424.57,133485.09,18845.04,14.17,56837.24,46459.97,6335.44,1693.59,74243.03
Birmingham/Montgomery,Weekly,25/07/2021 00:00,Conventional,0.957929255,312789.47,140379.92,19956.37,26.72,88686.72,78545.17,6618.94,1449.8,63739.73
Birmingham/Montgomery,Weekly,18/07/2021 00:00,Conventional,0.940431016,334003.4,140569.59,13748.47,26.54,102593.55,89153.95,9056.64,2180.21,77065.25
Boise,Weekly,08/08/2021 00:00,Conventional,1.206291754,121025.81,21618.16,9529.34,877.06,34543.32,28532.74,18.9,327.26,54457.93
Boise,Weekly,01/08/2021 00:00,Conventional,1.223643077,114838.96,21579.37,10183.32,927.39,32252.52,26048.7,0,414.31,49896.38
Boise,Weekly,25/07/2021 00:00,Conventional,1.218223969,118180.36,23962.08,10052.83,984.28,30360.95,23877.02,6.3,409.6,52820.22
Boise,Weekly,18/07/2021 00:00,Conventional,1.223479747,118242.42,24985.13,5640.96,939.78,32297,26682.98,6.3,2044.07,54379.55
Boston,Weekly,08/08/2021 00:00,Conventional,1.448520793,600832.08,28411.66,366070.81,71.02,145573.47,129369.88,283.12,2242.01,60705.12
Boston,Weekly,01/08/2021 00:00,Conventional,1.478496968,560676.16,28069.92,321637.02,84.6,147884.1,126168.1,2270.76,1030.05,63000.51
Boston,Weekly,25/07/2021 00:00,Conventional,1.495944821,566894.06,31291.19,331455.24,95.36,139267.81,125767.62,272.08,3814.65,64784.45
Boston,Weekly,18/07/2021 00:00,Conventional,1.494492852,589584.83,33030.53,335186.64,78.75,157746.04,129773.75,1310.01,4460.4,63542.86
Buffalo/Rochester,Weekly,08/08/2021 00:00,Conventional,1.126995336,165946.74,20086.51,46342.01,2113.23,94871.47,78688.46,9.45,2239.65,2533.52
Buffalo/Rochester,Weekly,01/08/2021 00:00,Conventional,1.04386664,185376.47,32259.64,45928.48,2206.42,102058.08,82186.78,232.31,2211.3,2923.86
Buffalo/Rochester,Weekly,25/07/2021 00:00,Conventional,1.178308752,165742.04,22470.63,46744.51,1965.9,90853.45,86923.84,267.75,3505.95,3707.55
Buffalo/Rochester,Weekly,18/07/2021 00:00,Conventional,1.186304645,175898.99,18431.17,51221.99,2760.4,97185.57,92191.41,605.19,2104.2,6299.87
Charlotte,Weekly,08/08/2021 00:00,Conventional,1.352118658,297620.05,109114.05,57274.78,2618.31,105325.81,76549.21,264.6,7512.75,23287.11
Charlotte,Weekly,01/08/2021 00:00,Conventional,1.119345271,359466.18,120278.01,57218.01,2473.95,161954.9,129332.75,3120.6,2411.72,17541.3
Charlotte,Weekly,25/07/2021 00:00,Conventional,1.263785202,304610.61,120672.99,53425.95,2638,104069.82,81095.02,533.14,2009.7,23803.86
Charlotte,Weekly,18/07/2021 00:00,Conventional,1.231710425,310551.07,120278.68,50027.86,2533.77,115015.11,90750.37,4323.9,721.35,22695.65
Chicago,Weekly,08/08/2021 00:00,Conventional,1.353689495,771609.24,92362.48,94259.27,35728.14,241416.15,218658.32,8353.8,6032.25,307843.19
Chicago,Weekly,01/08/2021 00:00,Conventional,1.409820072,732033.99,81078.52,95930.28,33193.28,209522.79,184229.65,7788.9,8448.3,312309.12
Chicago,Weekly,25/07/2021 00:00,Conventional,1.327193363,797130.09,89430.94,147639.84,33621.93,198032.38,174111.93,13236.3,2126.25,328405
Chicago,Weekly,18/07/2021 00:00,Conventional,1.038956764,1035032.9,93310.65,185148.76,31801.29,221653.76,197311.21,13456.8,2113.65,503118.44
Cincinnati/Dayton,Weekly,08/08/2021 00:00,Conventional,1.158228966,266326.06,52401.35,34785.48,208.42,47325.24,36387.46,9.45,4129.1,131605.57
Cincinnati/Dayton,Weekly,01/08/2021 00:00,Conventional,1.160468413,261342.67,46714.46,35793.01,168.06,45686.75,36855.92,22.84,4743.81,132980.4
Cincinnati/Dayton,Weekly,25/07/2021 00:00,Conventional,1.017246428,290403.2,42564.62,58412.07,222.12,38798.84,31846.42,148.05,3515.14,150405.55
Cincinnati/Dayton,Weekly,18/07/2021 00:00,Conventional,1.008012945,325072.74,46025.37,65311.66,215.42,45293.69,32102.48,1348.99,3084.24,168226.6
Columbus,Weekly,08/08/2021 00:00,Conventional,1.087724382,210367.18,45133.55,23673.43,107.14,54888.21,42462.98,12.6,4140.99,86564.84
Columbus,Weekly,01/08/2021 00:00,Conventional,1.12425536,211040.38,38407.2,25054.83,191.9,57048.49,44809.42,5.91,5516.61,90337.97
Columbus,Weekly,25/07/2021 00:00,Conventional,1.034629557,233411.14,32345.74,47961.43,252.02,43955.28,38719.96,66.94,3563.98,108896.68
Columbus,Weekly,18/07/2021 00:00,Conventional,0.994564025,267524.14,36770.03,53974.38,213.92,58123.45,39692.68,1701.39,2865.88,118442.36
Dallas/Ft. Worth,Weekly,08/08/2021 00:00,Conventional,0.757702575,1529804.44,528875.95,133198.81,20003.77,478667.22,408855.67,185.85,52712.83,369058.69
Dallas/Ft. Worth,Weekly,01/08/2021 00:00,Conventional,0.836059646,1377864.72,426967.52,178073.6,18752.02,450269.34,366280.02,116.55,66814.76,303802.24
Dallas/Ft. Worth,Weekly,25/07/2021 00:00,Conventional,0.764383843,1549817.92,535270.45,155523.95,21183.7,471774.8,396692.09,173.25,59713.27,366065.01
Dallas/Ft. Worth,Weekly,18/07/2021 00:00,Conventional,0.759185095,1571051.12,560893.95,156150.02,19347.89,437894.8,364360.56,449.4,56863.62,396764.47
Denver,Weekly,08/08/2021 00:00,Conventional,1.10753338,892073.41,153593.18,70610.5,3501.72,253425.91,198114.77,20978.38,7761.41,410942.1
Denver,Weekly,01/08/2021 00:00,Conventional,0.973851455,1019715.97,130437.52,103281.1,4302.15,253485.66,194700.91,19393.03,9170.12,528209.54
Denver,Weekly,25/07/2021 00:00,Conventional,1.005351004,1073129.75,152802.87,101045.18,2949.74,256582.05,194273.92,25800.55,11157.8,559749.92
Denver,Weekly,18/07/2021 00:00,Conventional,0.94348956,1096132.32,155419.51,90164.79,2568.75,276896.97,210455.53,22803.08,14262.45,571082.3
Detroit,Weekly,08/08/2021 00:00,Conventional,1.145425516,377015.71,81845.7,37612.11,31155.52,92494.89,86576.52,25.2,4290.68,133907.49
Detroit,Weekly,01/08/2021 00:00,Conventional,1.107747018,360520.53,61185.26,37130.98,28934.01,105403.1,99931.11,0,4002.8,127867.17
Detroit,Weekly,25/07/2021 00:00,Conventional,0.968376697,489751.99,57419.16,79710.64,101988.72,88788.12,83627.39,125.21,3393.47,161845.34
Detroit,Weekly,18/07/2021 00:00,Conventional,0.958824265,557139.16,65671.8,87349.66,103912.9,104431.84,94351.29,420.53,4132.85,195772.96
Grand Rapids,Weekly,08/08/2021 00:00,Conventional,1.393522285,148825.49,26461.47,34477.35,33201.65,35612.42,32749.07,0,2863.35,19072.6
Grand Rapids,Weekly,01/08/2021 00:00,Conventional,1.263186631,158897.28,11909.45,53704.86,31472.09,47501.48,44783.03,0,2718.45,14309.41
Grand Rapids,Weekly,25/07/2021 00:00,Conventional,1.052284152,227586.58,11741.36,53720.86,100091.21,33939.87,32179.02,0,1760.85,28093.28
Grand Rapids,Weekly,18/07/2021 00:00,Conventional,1.025488302,251584.17,14062.22,54110.1,106208.39,44081.41,40912.51,0,3168.9,33122.04
Harrisburg/Scranton,Weekly,08/08/2021 00:00,Conventional,1.130408832,323982.39,146628.04,82098.47,38.46,91901.44,79300.74,153.96,8406.96,3315.98
Harrisburg/Scranton,Weekly,01/08/2021 00:00,Conventional,1.094356106,381157.81,158581.18,95171.84,48.41,118393.52,90166.35,3774.09,1667.93,8962.85
Harrisburg/Scranton,Weekly,25/07/2021 00:00,Conventional,1.068836543,372872.43,151840.82,89656.62,44.45,123147.73,102632.64,2170.74,5753.48,8182.81
Harrisburg/Scranton,Weekly,18/07/2021 00:00,Conventional,1.040869028,392227.27,149199.64,93850.23,58.65,138568.38,112996.52,1129.28,4652.55,10550.38
Hartford/Springfield,Weekly,08/08/2021 00:00,Conventional,1.466779585,327095.68,9570.8,241779.37,2099.04,67944.27,62643.59,216.56,2352.26,5702.21
Hartford/Springfield,Weekly,01/08/2021 00:00,Conventional,1.384870955,344282.65,9562.74,254994.48,1261.56,73869.85,60142.19,1377.73,758.76,4594.01
Hartford/Springfield,Weekly,25/07/2021 00:00,Conventional,1.486052407,311893.65,8720,236479.42,159.13,62852.64,53272.41,528.41,2538.9,3682.46
Hartford/Springfield,Weekly,18/07/2021 00:00,Conventional,1.390069989,347354.78,10372.73,253663.89,194.83,77051.68,59827.83,1066.28,3241.35,6071.66
Houston,Weekly,08/08/2021 00:00,Conventional,0.852990616,1126963.12,431334.7,220597.91,2674.75,232149.46,204392.92,171.15,23217.42,240206.31
Houston,Weekly,01/08/2021 00:00,Conventional,0.900813627,1000530.11,384634.78,212089.18,3699.11,223215.63,192892.32,103.95,26433.4,176891.42
Houston,Weekly,25/07/2021 00:00,Conventional,0.790231068,1218692.96,557278.32,199355.24,5897.46,226159.56,201774.95,182.7,20302.85,230002.39
Houston,Weekly,18/07/2021 00:00,Conventional,0.778332438,1282865.84,571535.18,213759.02,4020.7,235275.33,209882.18,204.75,21074.55,258275.61
Indianapolis,Weekly,08/08/2021 00:00,Conventional,1.011679871,249762.64,48682.14,48234.89,265.88,59282.25,49247.66,18.9,7309.51,93297.47
Indianapolis,Weekly,01/08/2021 00:00,Conventional,1.019489377,239523.81,41391,45926.85,271.08,67869.43,57367.49,40.16,7919.79,84065.45
Indianapolis,Weekly,25/07/2021 00:00,Conventional,0.90807038,275822.14,37388.08,75455.65,473.53,59662.96,50456.02,60.24,6661.55,102841.92
Indianapolis,Weekly,18/07/2021 00:00,Conventional,0.919971134,292673.92,38555.04,81106.91,526.67,63222.68,51471.95,26.38,7774.38,109262.61
Jacksonville,Weekly,08/08/2021 00:00,Conventional,1.208816014,183830.09,70930.75,10794.99,33.2,52620.83,39996.04,8453.55,2504.25,49450.32
Jacksonville,Weekly,01/08/2021 00:00,Conventional,1.147574214,208090.22,77220.1,7957.91,73.2,67560.73,55724.42,10173.45,34.65,55278.28
Jacksonville,Weekly,25/07/2021 00:00,Conventional,0.971894286,235139.54,83441.5,8686.44,87.41,78124.39,58409.69,18006.58,0,64799.79
Jacksonville,Weekly,18/07/2021 00:00,Conventional,0.977722762,237200.03,81930.31,9002.3,75.7,86987.01,72360.62,12847.54,0,59204.71
Las Vegas,Weekly,08/08/2021 00:00,Conventional,0.868708032,448168.26,43532.59,47878.55,978.84,126633.45,101169.27,9485.18,1266.8,229144.83
Las Vegas,Weekly,01/08/2021 00:00,Conventional,0.983161557,383948.97,44973.56,36389.58,275.96,126809.98,100411.9,11354.83,1504.08,175499.89
Las Vegas,Weekly,25/07/2021 00:00,Conventional,0.951128865,395719.92,49843.08,33453,2838.89,134893.73,96262.46,24172.84,1590.92,174691.22
Las Vegas,Weekly,18/07/2021 00:00,Conventional,0.95037807,406672.41,47480.24,31925.62,2387.66,133769.93,100670.09,20608.22,6060.28,191108.97
Los Angeles,Weekly,08/08/2021 00:00,Conventional,1.253928746,2886455.64,589765.33,49484.8,127444.73,777750.35,619989.57,74698.71,49336.74,1342010.43
Los Angeles,Weekly,01/08/2021 00:00,Conventional,1.242480818,2942277.6,498245.07,55782.01,129582.7,744002.96,606115.86,76169.7,26002.14,1514664.85
Los Angeles,Weekly,25/07/2021 00:00,Conventional,1.245083158,2919896.32,517374.46,51767.44,117318.81,748277.2,595022.73,90304.33,27216.48,1485158.42
Los Angeles,Weekly,18/07/2021 00:00,Conventional,1.101579953,3336595.33,500437.99,46013.77,138947.31,1256052.88,1080022.2,110835.51,27951.38,1395143.38
Louisville,Weekly,08/08/2021 00:00,Conventional,1.067208612,114838.96,16223.79,16485.73,24.79,31208.57,27171.58,633.15,2863.95,50896.08
Louisville,Weekly,01/08/2021 00:00,Conventional,1.04592144,105274.54,15667.65,13535.01,31.31,32654.7,29909.32,1107.23,1179.97,43385.87
Louisville,Weekly,25/07/2021 00:00,Conventional,1.012326882,112335.79,17698.01,16597.79,65.55,32827.33,30404.18,155.53,1223.61,45147.1
Louisville,Weekly,18/07/2021 00:00,Conventional,1.037041998,117311.93,16421.52,18810.82,79.13,36059.59,33863,51.58,1128.04,45940.86
Miami/Ft. Lauderdale,Weekly,08/08/2021 00:00,Conventional,1.175105438,899982.81,381029.51,33683.62,133.9,272757.55,215010.41,24985.28,23032.01,212378.22
Miami/Ft. Lauderdale,Weekly,01/08/2021 00:00,Conventional,1.200208045,848300.54,361141.27,44051.01,205.84,261207.85,216531.76,27378.75,7543.46,181694.58
Miami/Ft. Lauderdale,Weekly,25/07/2021 00:00,Conventional,0.985663237,1028524.11,408239.95,50271.74,394.75,358345.02,287703.78,34491.45,26444.25,211272.65
Miami/Ft. Lauderdale,Weekly,18/07/2021 00:00,Conventional,0.985232488,1031913.63,417728.22,52405.12,260.66,362356.07,292652.57,43112.34,16493.4,199163.56
Nashville,Weekly,08/08/2021 00:00,Conventional,1.118842738,260550.87,74035.54,22264.64,7.24,75171.56,65199.05,1926.62,5539.32,89071.88
Nashville,Weekly,01/08/2021 00:00,Conventional,1.110728258,244354.88,76864.03,19537.86,51.4,70293.14,62894.29,2676.71,2439.7,77608.45
Nashville,Weekly,25/07/2021 00:00,Conventional,0.964929032,270651.66,80319,25891.8,5.04,71959.66,68068.12,9.06,1738.16,92476.15
Nashville,Weekly,18/07/2021 00:00,Conventional,0.975947371,289166.81,80470.73,25743.7,276.84,75257.43,71638.14,12.6,1405.23,107418.11
Northern New England,Weekly,08/08/2021 00:00,Conventional,0.988914145,623236.76,102653.79,392645.49,3.78,89926.76,70604.41,437.05,1334.42,38006.94
Northern New England,Weekly,01/08/2021 00:00,Conventional,1.168872362,471773.06,91312.12,223508.56,10.39,116107.57,85243.34,1845.9,1643.12,40834.42
Northern New England,Weekly,25/07/2021 00:00,Conventional,1.174949103,519516.99,140356.35,224207.65,13.46,113927.36,94846.14,266.96,4003.26,41012.17
Northern New England,Weekly,18/07/2021 00:00,Conventional,1.174527244,551303.8,147460.63,237887.23,9.71,125205.33,80166.9,1489.56,4674.6,40740.9
New Orleans/Mobile,Weekly,08/08/2021 00:00,Conventional,0.899805971,330276.13,124662.62,21542.15,62.87,137391.11,118383.1,4966.76,11625.86,46617.38
New Orleans/Mobile,Weekly,01/08/2021 00:00,Conventional,0.917179566,297733.91,109295.72,19800.32,16.39,125809.16,107526.75,2637.34,13392.62,42812.32
New Orleans/Mobile,Weekly,25/07/2021 00:00,Conventional,0.858345906,336065.78,120824.03,18997.38,87.74,146633.52,128664.06,3396.88,12416.91,49523.11
New Orleans/Mobile,Weekly,18/07/2021 00:00,Conventional,0.867159069,334091.66,119019.14,15890.03,98.02,144834.32,124912.08,4938.81,12861.06,54250.15
New York,Weekly,08/08/2021 00:00,Conventional,1.304588838,1689955.93,50998.1,1056237.58,805.05,521366.14,486667.65,1180.94,7292.25,60549.07
New York,Weekly,01/08/2021 00:00,Conventional,1.230645802,1892089.06,62919.12,1272055.19,1166.17,488672.35,423571.12,25669.88,2863.35,67276.24
New York,Weekly,25/07/2021 00:00,Conventional,1.295068913,1751276.59,54936.05,1074648.21,447.02,562742.44,479352.04,30865.16,4566.71,58502.87
New York,Weekly,18/07/2021 00:00,Conventional,1.256683374,1943955.98,61859.39,1228569.03,827.97,587130.61,540781.59,4876.87,4195.8,65568.97
Orlando,Weekly,08/08/2021 00:00,Conventional,1.107097708,542355.07,200341.56,15401.5,17.15,203848.84,149416.87,36248.23,12118.05,122746.02
Orlando,Weekly,01/08/2021 00:00,Conventional,1.09443393,533949.69,183789.73,19915.97,54.96,219674.48,174316,37176.04,1912.44,110514.54
Orlando,Weekly,25/07/2021 00:00,Conventional,0.944345584,598429.89,224956.34,21073.7,58.59,233229.39,158794.8,59986.76,8476.65,119111.87
Orlando,Weekly,18/07/2021 00:00,Conventional,0.928641671,619258.4,233159.71,14411.15,42.79,264314.86,191106.69,51429.13,15356.25,107329.89
Peoria/Springfield,Weekly,08/08/2021 00:00,Conventional,1.007791437,107081.65,28399.66,15946.36,91.25,31188.32,25223.37,2832.24,2869.9,31456.07
Peoria/Springfield,Weekly,01/08/2021 00:00,Conventional,1.005533805,110854.44,26571.91,18432.18,48.8,36113.77,29346.78,3865.05,2587.86,29687.77
Peoria/Springfield,Weekly,25/07/2021 00:00,Conventional,0.909619433,127267.38,24547.8,30415.48,117.65,37013.46,29119.88,3666.21,2131.77,35173
Peoria/Springfield,Weekly,18/07/2021 00:00,Conventional,0.871122347,143183.74,25745.34,33146.77,117.44,46080.93,32338.44,4980.54,2217.87,38093.26
Philadelphia,Weekly,08/08/2021 00:00,Conventional,1.097143771,549981.62,130206.62,193754.37,195.39,181174.17,169891.52,1523.24,5484.15,44651.08
Philadelphia,Weekly,01/08/2021 00:00,Conventional,1.117791108,590133.49,136712.21,215427.79,174.3,185484.87,143907.04,29733.78,969.41,52334.32
Philadelphia,Weekly,25/07/2021 00:00,Conventional,1.086838361,584255.94,131998.47,198092.73,216.03,208505.96,151186.28,34675.03,3158.66,45442.75
Philadelphia,Weekly,18/07/2021 00:00,Conventional,1.116162355,597525.13,125622.54,207513.85,180.42,215058.3,187405.15,5637.67,2866.5,49150.02
Phoenix/Tucson,Weekly,08/08/2021 00:00,Conventional,0.787019804,1389533.72,307737.31,265671.95,3185.62,175142.67,104795.01,20924.14,32506.8,637796.17
Phoenix/Tucson,Weekly,01/08/2021 00:00,Conventional,0.965935204,1059442.43,217061.79,186553.53,3137.87,192548.86,123324.27,15148.35,37586.43,460140.38
Phoenix/Tucson,Weekly,25/07/2021 00:00,Conventional,0.908530895,1138518.87,269415.72,167131.27,3168.75,177578.36,110719.1,20191.11,31195.02,521224.76
Phoenix/Tucson,Weekly,18/07/2021 00:00,Conventional,0.923631784,1194034.44,268058.81,189110.86,3537.1,179729.87,124485.85,7802.03,30686.79,553597.8
Pittsburgh,Weekly,08/08/2021 00:00,Conventional,0.951836532,120769.84,42393.97,9250.32,0,41522.16,29830.83,180.73,2646,27603.39
Pittsburgh,Weekly,01/08/2021 00:00,Conventional,1.06321472,122977.74,28706.59,10192.88,4.25,57486.74,35716.89,2149.48,1096.2,26587.28
Pittsburgh,Weekly,25/07/2021 00:00,Conventional,1.10869611,122522.67,28360.56,10256.34,4.25,52548.87,38680.77,435.49,2664.9,31352.64
Pittsburgh,Weekly,18/07/2021 00:00,Conventional,1.193119648,116397.73,28529.28,10696.99,2.84,44377.93,38920.37,1785.66,1026.9,32790.7
Portland,Weekly,08/08/2021 00:00,Conventional,1.09278598,746942.07,116690.95,95389.14,5019.19,96045.34,82955.52,8460.11,2895.65,433797.44
Portland,Weekly,01/08/2021 00:00,Conventional,1.164604858,693139.42,93469.09,92358.93,6093.61,108576.02,94676.79,9495.28,2597.59,392641.77
Portland,Weekly,25/07/2021 00:00,Conventional,1.205446394,718329.22,110071.25,98239.97,5432.53,100911.88,88476.83,7847.44,3304.01,403673.59
Portland,Weekly,18/07/2021 00:00,Conventional,1.245767908,654592.09,137373.43,55234.79,5477.11,105012.44,91552.29,8247.49,3631.89,351494.32
Providence,Weekly,08/08/2021 00:00,Conventional,1.558293922,93139.25,3091.85,63998.54,3.59,17692.81,13002.05,152.78,330.75,8352.45
Providence,Weekly,01/08/2021 00:00,Conventional,1.535617722,92507.52,2714.72,60527.48,36.09,19107.68,13756.57,374.85,290.59,10121.55
Providence,Weekly,25/07/2021 00:00,Conventional,1.55419713,96272.57,3184.93,65184.79,26.84,18401.55,14617.27,65.76,863.49,9474.47
Providence,Weekly,18/07/2021 00:00,Conventional,1.553888693,94014.44,3168.4,62233.93,35.92,18601.14,11988.98,150.02,1140.3,9975.05
Raleigh/Greensboro,Weekly,08/08/2021 00:00,Conventional,1.232436832,371545.75,138011.37,76116.14,2203.52,125027.99,83021.29,401.63,5679.45,30186.72
Raleigh/Greensboro,Weekly,01/08/2021 00:00,Conventional,1.063000489,433418.06,147704.69,72304.43,2052.91,185454.49,130156.3,3346.61,4316.68,25901.54
Raleigh/Greensboro,Weekly,25/07/2021 00:00,Conventional,1.160558986,407641.95,156851.57,67450.82,2086.18,146739.06,104042.83,3164.7,4551.75,34514.32
Raleigh/Greensboro,Weekly,18/07/2021 00:00,Conventional,1.132230316,428274.84,169983.62,65635.77,2158.24,160404.96,111759.46,14616.53,1392.3,30092.24
Richmond/Norfolk,Weekly,08/08/2021 00:00,Conventional,1.174229101,253264.44,77375.27,49345.17,603.17,68337.34,43157,134.27,7909.01,57603.49
Richmond/Norfolk,Weekly,01/08/2021 00:00,Conventional,1.1114403,277573.4,87011.62,53357.67,555.9,78599.13,57627.22,2176.65,3063.49,58049.07
Richmond/Norfolk,Weekly,25/07/2021 00:00,Conventional,1.129419689,290363.82,83742.91,55001.31,625.83,90495.67,63042.89,1470.13,6657.66,60498.11
Richmond/Norfolk,Weekly,18/07/2021 00:00,Conventional,0.974506386,339717.98,81139.75,55871.85,502.89,146196.65,65520.67,2320.11,5436.99,56006.84
Roanoke,Weekly,08/08/2021 00:00,Conventional,1.065627178,162177.37,45860.76,24377.71,51.47,39050.48,29093.21,333.11,4066.45,52836.94
Roanoke,Weekly,01/08/2021 00:00,Conventional,1.043315518,165719.96,49352.12,21840.51,53.59,44033.36,33363.03,1193.98,3107.43,50440.38
Roanoke,Weekly,25/07/2021 00:00,Conventional,1.014915197,173413.41,52550.43,20742.45,63.97,49279.89,36415.1,809.29,3578,50776.67
Roanoke,Weekly,18/07/2021 00:00,Conventional,0.967259428,187080.66,49143.25,22561.28,34.92,67054.29,37687.5,2379.04,3030.33,48286.92
Sacramento,Weekly,08/08/2021 00:00,Conventional,1.232621953,510627.16,108214.03,179935.72,10708.98,104661.83,91523.9,9806.61,0,107106.6
Sacramento,Weekly,01/08/2021 00:00,Conventional,1.239337936,511509.69,111772.36,199141.44,5262.89,106441.05,95622.14,7624.84,0,88891.94
Sacramento,Weekly,25/07/2021 00:00,Conventional,1.441758675,441010.78,104829.54,139009.92,4880.86,105854.96,94515.94,7968.58,0,86435.49
Sacramento,Weekly,18/07/2021 00:00,Conventional,1.471082278,464164.25,130056.77,133482.61,3801.62,108168.44,98392.31,5919.64,0,88654.8
San Diego,Weekly,08/08/2021 00:00,Conventional,1.336772292,515298.75,89382.96,23350.34,16436.84,130521.73,112839.9,9707.51,2474.03,255606.87
